share_id,expense_id,person_id,expense_date,category_id,share_amount_dkk,is_payer
662,159,1,2026-03-03,4,56.33,False
663,159,2,2026-03-03,4,56.31,False
664,159,3,2026-03-03,4,56.31,False
665,159,4,2026-03-03,4,56.31,False
666,159,5,2026-03-03,4,56.31,True
667,160,1,2026-03-04,4,58.11,False
668,160,2,2026-03-04,4,58.11,True
669,160,3,2026-03-04,4,58.11,False
670,160,4,2026-03-04,4,58.11,False
671,160,5,2026-03-04,4,58.11,False
672,161,1,2026-03-06,4,39.54,True
673,161,2,2026-03-06,4,39.53,False
674,161,3,2026-03-06,4,39.53,False
675,161,4,2026-03-06,4,39.53,False
676,161,5,2026-03-06,4,39.53,False
677,162,1,2026-03-07,4,77.94,False
678,162,2,2026-03-07,4,77.92,True
679,162,3,2026-03-07,4,77.92,False
680,162,4,2026-03-07,4,77.92,False
681,162,5,2026-03-07,4,77.92,False
682,163,1,2026-03-08,4,36.02,False
683,163,2,2026-03-08,4,36.00,True
684,163,3,2026-03-08,4,36.00,False
685,163,4,2026-03-08,4,36.00,False
686,163,5,2026-03-08,4,36.00,False
687,164,1,2026-03-09,4,155.93,True
688,164,2,2026-03-09,4,155.95,False
689,164,3,2026-03-09,4,155.95,False
690,164,4,2026-03-09,4,155.95,False
691,164,5,2026-03-09,4,155.95,False
692,165,1,2026-03-09,5,12.39,False
693,165,2,2026-03-09,5,12.40,False
694,165,3,2026-03-09,5,12.40,False
695,165,4,2026-03-09,5,12.40,False
696,165,5,2026-03-09,5,12.40,True
697,166,1,2026-03-11,4,29.61,False
698,166,2,2026-03-11,4,29.61,True
699,166,3,2026-03-11,4,29.61,False
700,166,4,2026-03-11,4,29.61,False
701,166,5,2026-03-11,4,29.61,False
702,167,1,2026-03-14,4,57.88,False
703,167,2,2026-03-14,4,57.86,True
704,167,3,2026-03-14,4,57.86,False
705,167,4,2026-03-14,4,57.86,False
706,167,5,2026-03-14,4,57.86,False
707,168,1,2026-03-16,4,97.97,True
708,168,2,2026-03-16,4,97.97,False
709,168,3,2026-03-16,4,97.97,False
710,168,4,2026-03-16,4,97.97,False
711,168,5,2026-03-16,4,97.97,False
712,169,1,2026-03-16,5,22.31,False
713,169,2,2026-03-16,5,22.31,True
714,169,3,2026-03-16,5,22.31,False
715,169,4,2026-03-16,5,22.31,False
716,169,5,2026-03-16,5,22.31,False
717,170,1,2026-03-16,6,85.87,False
718,170,2,2026-03-16,6,85.88,False
719,170,3,2026-03-16,6,85.88,False
720,170,4,2026-03-16,6,85.88,False
721,170,5,2026-03-16,6,85.88,True
722,171,1,2026-03-17,4,79.97,False
723,171,2,2026-03-17,4,79.98,False
724,171,3,2026-03-17,4,79.98,True
725,171,4,2026-03-17,4,79.98,False
726,171,5,2026-03-17,4,79.98,False
727,172,1,2026-03-17,5,52.83,False
728,172,2,2026-03-17,5,52.85,True
729,172,3,2026-03-17,5,52.85,False
730,172,4,2026-03-17,5,52.85,False
731,172,5,2026-03-17,5,52.85,False
732,173,5,2026-03-18,6,135.95,False
733,173,2,2026-03-18,6,135.95,False
734,173,1,2026-03-18,6,135.95,False
735,173,4,2026-03-18,6,135.95,True
736,173,3,2026-03-18,6,135.95,False
737,174,1,2026-03-20,4,24.86,False
738,174,2,2026-03-20,4,24.86,False
739,174,3,2026-03-20,4,24.86,True
740,174,4,2026-03-20,4,24.86,False
741,174,5,2026-03-20,4,24.86,False
742,175,1,2026-03-21,4,84.57,False
743,175,2,2026-03-21,4,84.56,True
744,175,3,2026-03-21,4,84.56,False
745,175,4,2026-03-21,4,84.56,False
746,175,5,2026-03-21,4,84.56,False
747,176,1,2026-03-22,4,54.25,True
748,176,2,2026-03-22,4,54.27,False
749,176,3,2026-03-22,4,54.27,False
750,176,4,2026-03-22,4,54.27,False
751,176,5,2026-03-22,4,54.27,False
752,177,1,2026-03-24,4,151.13,False
753,177,2,2026-03-24,4,151.11,False
754,177,3,2026-03-24,4,151.11,True
755,177,4,2026-03-24,4,151.11,False
756,177,5,2026-03-24,4,151.11,False
757,178,1,2026-03-25,5,57.54,False
758,178,2,2026-03-25,5,57.56,False
759,178,3,2026-03-25,5,57.56,True
760,178,4,2026-03-25,5,57.56,False
761,178,5,2026-03-25,5,57.56,False
762,179,1,2026-03-28,4,26.91,False
763,179,2,2026-03-28,4,26.91,False
764,179,3,2026-03-28,4,26.91,True
765,179,4,2026-03-28,4,26.91,False
766,179,5,2026-03-28,4,26.91,False
767,180,1,2026-03-29,4,119.97,False
768,180,2,2026-03-29,4,119.99,False
769,180,3,2026-03-29,4,119.99,False
770,180,4,2026-03-29,4,119.99,True
771,180,5,2026-03-29,4,119.99,False
772,181,1,2026-03-29,6,216.95,False
773,181,2,2026-03-29,6,216.96,False
774,182,1,2026-03-31,5,46.07,False
775,182,2,2026-03-31,5,46.06,False
776,182,3,2026-03-31,5,46.06,True
777,182,4,2026-03-31,5,46.06,False
778,182,5,2026-03-31,5,46.06,False
779,183,1,2026-04-01,1,1680.00,False
780,183,2,2026-04-01,1,1680.00,False
781,183,3,2026-04-01,1,1680.00,False
782,183,4,2026-04-01,1,1680.00,True
783,183,5,2026-04-01,1,1680.00,False
784,184,1,2026-04-01,2,213.33,False
785,184,2,2026-04-01,2,213.33,False
786,184,3,2026-04-01,2,213.33,True
787,184,4,2026-04-01,2,213.33,False
788,184,5,2026-04-01,2,213.33,False
789,185,1,2026-04-01,3,65.28,False
790,185,2,2026-04-01,3,65.26,False
791,185,3,2026-04-01,3,65.26,True
792,185,4,2026-04-01,3,65.26,False
793,185,5,2026-04-01,3,65.26,False
794,186,1,2026-04-01,4,125.87,False
795,186,2,2026-04-01,4,125.87,False
796,186,3,2026-04-01,4,125.87,True
797,186,4,2026-04-01,4,125.87,False
798,186,5,2026-04-01,4,125.87,False
799,187,1,2026-04-02,7,21.07,False
800,187,2,2026-04-02,7,21.05,False
801,187,3,2026-04-02,7,21.05,False
802,187,4,2026-04-02,7,21.05,True
803,187,5,2026-04-02,7,21.05,False
804,188,1,2026-04-03,4,82.67,True
805,188,2,2026-04-03,4,82.65,False
806,188,3,2026-04-03,4,82.65,False
807,188,4,2026-04-03,4,82.65,False
808,188,5,2026-04-03,4,82.65,False
809,189,3,2026-04-03,7,199.61,False
810,189,2,2026-04-03,7,199.61,False
811,190,1,2026-04-04,4,101.68,False
812,190,2,2026-04-04,4,101.70,False
813,190,3,2026-04-04,4,101.70,False
814,190,4,2026-04-04,4,101.70,True
815,190,5,2026-04-04,4,101.70,False
816,191,1,2026-04-05,4,41.45,False
817,191,2,2026-04-05,4,41.45,False
818,191,3,2026-04-05,4,41.45,False
819,191,4,2026-04-05,4,41.45,True
820,191,5,2026-04-05,4,41.45,False
821,192,1,2026-04-11,4,50.36,False
822,192,2,2026-04-11,4,50.36,True
823,192,3,2026-04-11,4,50.36,False
824,192,4,2026-04-11,4,50.36,False
825,192,5,2026-04-11,4,50.36,False
826,193,1,2026-04-11,5,15.17,True
827,193,2,2026-04-11,5,15.16,False
828,193,3,2026-04-11,5,15.16,False
829,193,4,2026-04-11,5,15.16,False
830,193,5,2026-04-11,5,15.16,False
831,194,1,2026-04-12,4,114.84,False
832,194,2,2026-04-12,4,114.82,False
833,194,3,2026-04-12,4,114.82,True
834,194,4,2026-04-12,4,114.82,False
835,194,5,2026-04-12,4,114.82,False
836,195,1,2026-04-12,7,71.25,False
837,195,2,2026-04-12,7,71.27,False
838,195,3,2026-04-12,7,71.27,False
839,195,4,2026-04-12,7,71.27,False
840,195,5,2026-04-12,7,71.27,True
841,196,1,2026-04-14,4,119.72,False
842,196,2,2026-04-14,4,119.74,True
843,196,3,2026-04-14,4,119.74,False
844,196,4,2026-04-14,4,119.74,False
845,196,5,2026-04-14,4,119.74,False
846,197,1,2026-04-14,6,63.76,True
847,197,2,2026-04-14,6,63.74,False
848,197,3,2026-04-14,6,63.74,False
849,197,4,2026-04-14,6,63.74,False
850,197,5,2026-04-14,6,63.74,False
851,198,1,2026-04-16,4,95.91,True
852,198,2,2026-04-16,4,95.89,False
853,198,3,2026-04-16,4,95.89,False
854,198,4,2026-04-16,4,95.89,False
855,198,5,2026-04-16,4,95.89,False
856,199,1,2026-04-18,4,116.90,False
857,199,2,2026-04-18,4,116.90,False
858,199,3,2026-04-18,4,116.90,True
859,199,4,2026-04-18,4,116.90,False
860,199,5,2026-04-18,4,116.90,False
861,200,1,2026-04-20,6,78.88,False
862,200,2,2026-04-20,6,78.87,False
863,200,3,2026-04-20,6,78.87,True
864,200,4,2026-04-20,6,78.87,False
865,200,5,2026-04-20,6,78.87,False
866,201,1,2026-04-21,4,87.33,False
867,201,2,2026-04-21,4,87.34,True
868,201,3,2026-04-21,4,87.34,False
869,201,4,2026-04-21,4,87.34,False
870,201,5,2026-04-21,4,87.34,False
871,202,1,2026-04-21,5,46.83,False
872,202,2,2026-04-21,5,46.85,False
873,202,3,2026-04-21,5,46.85,False
874,202,4,2026-04-21,5,46.85,False
875,202,5,2026-04-21,5,46.85,True
876,203,1,2026-04-22,4,101.86,True
877,203,2,2026-04-22,4,101.84,False
878,203,3,2026-04-22,4,101.84,False
879,203,4,2026-04-22,4,101.84,False
880,203,5,2026-04-22,4,101.84,False
881,204,1,2026-04-23,5,56.58,False
882,204,2,2026-04-23,5,56.57,False
883,204,3,2026-04-23,5,56.57,False
884,204,4,2026-04-23,5,56.57,False
885,204,5,2026-04-23,5,56.57,True
886,205,1,2026-04-24,4,85.54,False
887,205,2,2026-04-24,4,85.53,False
888,205,3,2026-04-24,4,85.53,True
889,205,4,2026-04-24,4,85.53,False
890,205,5,2026-04-24,4,85.53,False
891,206,1,2026-04-25,4,122.56,False
892,206,2,2026-04-25,4,122.55,False
893,206,3,2026-04-25,4,122.55,True
894,206,4,2026-04-25,4,122.55,False
895,206,5,2026-04-25,4,122.55,False
896,207,1,2026-04-26,4,48.43,False
897,207,2,2026-04-26,4,48.42,False
898,207,3,2026-04-26,4,48.42,False
899,207,4,2026-04-26,4,48.42,False
900,207,5,2026-04-26,4,48.42,True
901,208,2,2026-04-26,6,232.00,False
902,208,1,2026-04-26,6,232.00,False
903,209,1,2026-04-27,4,145.79,False
904,209,2,2026-04-27,4,145.78,True
905,209,3,2026-04-27,4,145.78,False
906,209,4,2026-04-27,4,145.78,False
907,209,5,2026-04-27,4,145.78,False
908,210,3,2026-04-27,7,60.27,True
909,210,1,2026-04-27,7,60.28,False
910,210,2,2026-04-27,7,60.28,False
911,211,1,2026-04-30,4,91.12,False
912,211,2,2026-04-30,4,91.11,False
913,211,3,2026-04-30,4,91.11,True
914,211,4,2026-04-30,4,91.11,False
915,211,5,2026-04-30,4,91.11,False
916,212,1,2026-05-01,1,1680.00,False
917,212,2,2026-05-01,1,1680.00,False
918,212,3,2026-05-01,1,1680.00,True
919,212,4,2026-05-01,1,1680.00,False
920,212,5,2026-05-01,1,1680.00,False
921,213,1,2026-05-01,2,167.39,False
922,213,2,2026-05-01,2,167.37,False
923,213,3,2026-05-01,2,167.37,True
924,213,4,2026-05-01,2,167.37,False
925,213,5,2026-05-01,2,167.37,False
926,214,1,2026-05-01,3,63.47,False
927,214,2,2026-05-01,3,63.47,False
928,214,3,2026-05-01,3,63.47,False
929,214,4,2026-05-01,3,63.47,False
930,214,5,2026-05-01,3,63.47,True
931,215,1,2026-05-02,4,34.56,False
932,215,2,2026-05-02,4,34.58,True
933,215,3,2026-05-02,4,34.58,False
934,215,4,2026-05-02,4,34.58,False
935,215,5,2026-05-02,4,34.58,False
936,216,1,2026-05-02,5,23.81,False
937,216,2,2026-05-02,5,23.83,False
938,216,3,2026-05-02,5,23.83,True
939,216,4,2026-05-02,5,23.83,False
940,216,5,2026-05-02,5,23.83,False
941,217,1,2026-05-03,4,144.22,True
942,217,2,2026-05-03,4,144.20,False
943,217,3,2026-05-03,4,144.20,False
944,217,4,2026-05-03,4,144.20,False
945,217,5,2026-05-03,4,144.20,False
946,218,1,2026-05-04,6,47.37,False
947,218,5,2026-05-04,6,47.38,True
948,218,3,2026-05-04,6,47.38,False
949,218,4,2026-05-04,6,47.38,False
950,218,2,2026-05-04,6,47.38,False
951,219,1,2026-05-06,4,130.53,False
952,219,2,2026-05-06,4,130.55,False
953,219,3,2026-05-06,4,130.55,False
954,219,4,2026-05-06,4,130.55,True
955,219,5,2026-05-06,4,130.55,False
956,220,1,2026-05-07,4,31.58,True
957,220,2,2026-05-07,4,31.59,False
958,220,3,2026-05-07,4,31.59,False
959,220,4,2026-05-07,4,31.59,False
960,220,5,2026-05-07,4,31.59,False
961,221,1,2026-05-08,5,60.75,False
962,221,2,2026-05-08,5,60.76,False
963,221,3,2026-05-08,5,60.76,False
964,221,4,2026-05-08,5,60.76,False
965,221,5,2026-05-08,5,60.76,True
966,222,1,2026-05-09,4,138.55,False
967,222,2,2026-05-09,4,138.56,False
968,222,3,2026-05-09,4,138.56,False
969,222,4,2026-05-09,4,138.56,True
970,222,5,2026-05-09,4,138.56,False
971,223,1,2026-05-09,6,106.00,False
972,223,2,2026-05-09,6,106.01,False
973,223,3,2026-05-09,6,106.01,False
974,223,4,2026-05-09,6,106.01,False
975,223,5,2026-05-09,6,106.01,True
976,224,1,2026-05-10,5,15.47,False
977,224,2,2026-05-10,5,15.46,False
978,224,3,2026-05-10,5,15.46,False
979,224,4,2026-05-10,5,15.46,False
980,224,5,2026-05-10,5,15.46,True
981,225,1,2026-05-11,6,31.99,True
982,225,2,2026-05-11,6,31.99,False
983,225,3,2026-05-11,6,31.99,False
984,225,4,2026-05-11,6,31.99,False
985,225,5,2026-05-11,6,31.99,False
986,226,1,2026-05-13,4,94.31,False
987,226,2,2026-05-13,4,94.30,False
988,226,3,2026-05-13,4,94.30,False
989,226,4,2026-05-13,4,94.30,True
990,226,5,2026-05-13,4,94.30,False
991,227,1,2026-05-13,5,41.69,False
992,227,2,2026-05-13,5,41.71,False
993,227,3,2026-05-13,5,41.71,True
994,227,4,2026-05-13,5,41.71,False
995,227,5,2026-05-13,5,41.71,False
996,228,1,2026-05-14,4,64.97,True
997,228,2,2026-05-14,4,64.96,False
998,228,3,2026-05-14,4,64.96,False
999,228,4,2026-05-14,4,64.96,False
1000,228,5,2026-05-14,4,64.96,False
1001,229,1,2026-05-16,6,124.19,False
1002,229,2,2026-05-16,6,124.18,False
1003,229,3,2026-05-16,6,124.18,True
1004,229,4,2026-05-16,6,124.18,False
1005,229,5,2026-05-16,6,124.18,False
1006,230,1,2026-05-18,4,92.90,False
1007,230,2,2026-05-18,4,92.88,False
1008,230,3,2026-05-18,4,92.88,False
1009,230,4,2026-05-18,4,92.88,False
1010,230,5,2026-05-18,4,92.88,True
1011,231,1,2026-05-19,5,25.34,False
1012,231,2,2026-05-19,5,25.36,False
1013,231,3,2026-05-19,5,25.36,False
1014,231,4,2026-05-19,5,25.36,False
1015,231,5,2026-05-19,5,25.36,True
1016,232,1,2026-05-20,4,82.02,False
1017,232,2,2026-05-20,4,82.00,False
1018,232,3,2026-05-20,4,82.00,False
1019,232,4,2026-05-20,4,82.00,False
1020,232,5,2026-05-20,4,82.00,True
1021,233,1,2026-05-21,4,137.59,False
1022,233,2,2026-05-21,4,137.59,False
1023,233,3,2026-05-21,4,137.59,True
1024,233,4,2026-05-21,4,137.59,False
1025,233,5,2026-05-21,4,137.59,False
1026,234,1,2026-05-21,5,53.27,True
1027,234,2,2026-05-21,5,53.28,False
1028,234,3,2026-05-21,5,53.28,False
1029,234,4,2026-05-21,5,53.28,False
1030,234,5,2026-05-21,5,53.28,False
1031,235,1,2026-05-24,4,142.79,False
1032,235,2,2026-05-24,4,142.79,False
1033,235,3,2026-05-24,4,142.79,True
1034,235,4,2026-05-24,4,142.79,False
1035,235,5,2026-05-24,4,142.79,False
1036,236,1,2026-05-26,6,53.63,False
1037,236,2,2026-05-26,6,53.65,True
1038,236,3,2026-05-26,6,53.65,False
1039,236,4,2026-05-26,6,53.65,False
1040,236,5,2026-05-26,6,53.65,False
1041,237,3,2026-05-27,6,44.82,True
1042,237,5,2026-05-27,6,44.81,False
1043,237,1,2026-05-27,6,44.81,False
1044,237,2,2026-05-27,6,44.81,False
1045,238,1,2026-05-30,4,82.07,False
1046,238,2,2026-05-30,4,82.06,False
1047,238,3,2026-05-30,4,82.06,False
1048,238,4,2026-05-30,4,82.06,False
1049,238,5,2026-05-30,4,82.06,True
1050,239,1,2026-05-30,5,42.48,False
1051,239,2,2026-05-30,5,42.49,False
1052,239,3,2026-05-30,5,42.49,False
1053,239,4,2026-05-30,5,42.49,True
1054,239,5,2026-05-30,5,42.49,False
1055,240,1,2026-05-30,6,116.99,False
1056,240,2,2026-05-30,6,117.01,False
1057,240,3,2026-05-30,6,117.01,False
1058,240,4,2026-05-30,6,117.01,True
1059,240,5,2026-05-30,6,117.01,False
1060,241,1,2026-05-31,5,55.85,True
1061,241,2,2026-05-31,5,55.83,False
1062,241,3,2026-05-31,5,55.83,False
1063,241,4,2026-05-31,5,55.83,False
1064,241,5,2026-05-31,5,55.83,False
1065,242,1,2026-06-01,1,1680.00,True
1066,242,2,2026-06-01,1,1680.00,False
1067,242,3,2026-06-01,1,1680.00,False
1068,242,4,2026-06-01,1,1680.00,False
1069,242,5,2026-06-01,1,1680.00,False
1070,243,1,2026-06-01,2,229.54,False
1071,243,2,2026-06-01,2,229.54,True
1072,243,3,2026-06-01,2,229.54,False
1073,243,4,2026-06-01,2,229.54,False
1074,243,5,2026-06-01,2,229.54,False
1075,244,1,2026-06-01,3,60.52,False
1076,244,2,2026-06-01,3,60.53,False
1077,244,3,2026-06-01,3,60.53,False
1078,244,4,2026-06-01,3,60.53,False
1079,244,5,2026-06-01,3,60.53,True
1080,245,3,2026-06-01,7,15.88,False
1081,245,5,2026-06-01,7,15.87,False
1082,245,1,2026-06-01,7,15.87,False
1083,245,4,2026-06-01,7,15.87,False
1084,246,1,2026-06-04,6,91.47,False
1085,246,2,2026-06-04,6,91.48,False
1086,246,3,2026-06-04,6,91.48,True
1087,246,4,2026-06-04,6,91.48,False
1088,246,5,2026-06-04,6,91.48,False
1089,247,1,2026-06-05,4,76.33,False
1090,247,2,2026-06-05,4,76.31,False
1091,247,3,2026-06-05,4,76.31,True
1092,247,4,2026-06-05,4,76.31,False
1093,247,5,2026-06-05,4,76.31,False
1094,248,1,2026-06-05,5,42.97,True
1095,248,2,2026-06-05,5,42.99,False
1096,248,3,2026-06-05,5,42.99,False
1097,248,4,2026-06-05,5,42.99,False
1098,248,5,2026-06-05,5,42.99,False
1099,249,1,2026-06-06,5,59.82,False
1100,249,2,2026-06-06,5,59.81,False
1101,249,3,2026-06-06,5,59.81,False
1102,249,4,2026-06-06,5,59.81,True
1103,249,5,2026-06-06,5,59.81,False
1104,250,1,2026-06-07,4,83.19,False
1105,250,2,2026-06-07,4,83.21,False
1106,250,3,2026-06-07,4,83.21,False
1107,250,4,2026-06-07,4,83.21,True
1108,250,5,2026-06-07,4,83.21,False
1109,251,4,2026-06-07,6,163.54,True
1110,251,1,2026-06-07,6,163.55,False
1111,252,1,2026-06-07,7,78.72,True
1112,252,2,2026-06-07,7,78.74,False
1113,252,3,2026-06-07,7,78.74,False
1114,252,4,2026-06-07,7,78.74,False
1115,252,5,2026-06-07,7,78.74,False
1116,253,1,2026-06-08,4,82.76,False
1117,253,2,2026-06-08,4,82.78,True
1118,253,3,2026-06-08,4,82.78,False
1119,253,4,2026-06-08,4,82.78,False
1120,253,5,2026-06-08,4,82.78,False
1121,254,1,2026-06-09,4,124.41,False
1122,254,2,2026-06-09,4,124.41,False
1123,254,3,2026-06-09,4,124.41,False
1124,254,4,2026-06-09,4,124.41,False
1125,254,5,2026-06-09,4,124.41,True
1126,255,5,2026-06-11,6,103.59,False
1127,255,2,2026-06-11,6,103.61,False
1128,255,3,2026-06-11,6,103.61,True
1129,255,4,2026-06-11,6,103.61,False
1130,256,1,2026-06-12,4,54.33,True
1131,256,2,2026-06-12,4,54.35,False
1132,256,3,2026-06-12,4,54.35,False
1133,256,4,2026-06-12,4,54.35,False
1134,256,5,2026-06-12,4,54.35,False
1135,257,1,2026-06-14,4,45.79,False
1136,257,2,2026-06-14,4,45.79,False
1137,257,3,2026-06-14,4,45.79,False
1138,257,4,2026-06-14,4,45.79,True
1139,257,5,2026-06-14,4,45.79,False
1140,258,1,2026-06-14,5,46.09,False
1141,258,2,2026-06-14,5,46.11,False
1142,258,3,2026-06-14,5,46.11,True
1143,258,4,2026-06-14,5,46.11,False
1144,258,5,2026-06-14,5,46.11,False
1145,259,1,2026-06-15,5,63.29,False
1146,259,2,2026-06-15,5,63.28,False
1147,259,3,2026-06-15,5,63.28,False
1148,259,4,2026-06-15,5,63.28,True
1149,259,5,2026-06-15,5,63.28,False
1150,260,1,2026-06-16,4,152.44,False
1151,260,2,2026-06-16,4,152.44,False
1152,260,3,2026-06-16,4,152.44,False
1153,260,4,2026-06-16,4,152.44,False
1154,260,5,2026-06-16,4,152.44,True
1155,261,1,2026-06-16,5,59.95,False
1156,261,2,2026-06-16,5,59.95,True
1157,261,3,2026-06-16,5,59.95,False
1158,261,4,2026-06-16,5,59.95,False
1159,261,5,2026-06-16,5,59.95,False
1160,262,1,2026-06-17,7,46.45,False
1161,262,5,2026-06-17,7,46.45,False
1162,263,3,2026-06-18,7,60.42,False
1163,263,2,2026-06-18,7,60.40,False
1164,263,1,2026-06-18,7,60.40,True
1165,263,4,2026-06-18,7,60.40,False
1166,263,5,2026-06-18,7,60.40,False
1167,264,1,2026-06-20,4,125.32,False
1168,264,2,2026-06-20,4,125.30,False
1169,264,3,2026-06-20,4,125.30,False
1170,264,4,2026-06-20,4,125.30,True
1171,264,5,2026-06-20,4,125.30,False
1172,265,1,2026-06-21,4,21.85,False
1173,265,2,2026-06-21,4,21.86,False
1174,265,3,2026-06-21,4,21.86,True
1175,265,4,2026-06-21,4,21.86,False
1176,265,5,2026-06-21,4,21.86,False
1177,266,1,2026-06-24,5,58.38,False
1178,266,2,2026-06-24,5,58.37,False
1179,266,3,2026-06-24,5,58.37,False
1180,266,4,2026-06-24,5,58.37,False
1181,266,5,2026-06-24,5,58.37,True
1182,267,1,2026-06-25,6,63.70,False
1183,267,2,2026-06-25,6,63.68,False
1184,267,3,2026-06-25,6,63.68,False
1185,267,4,2026-06-25,6,63.68,True
1186,267,5,2026-06-25,6,63.68,False
1187,268,1,2026-06-27,4,110.09,False
1188,268,2,2026-06-27,4,110.07,False
1189,268,3,2026-06-27,4,110.07,True
1190,268,4,2026-06-27,4,110.07,False
1191,268,5,2026-06-27,4,110.07,False
1192,269,1,2026-06-28,4,56.59,True
1193,269,2,2026-06-28,4,56.60,False
1194,269,3,2026-06-28,4,56.60,False
1195,269,4,2026-06-28,4,56.60,False
1196,269,5,2026-06-28,4,56.60,False
1197,270,1,2026-06-28,7,25.18,False
1198,270,2,2026-06-28,7,25.17,True
1199,270,3,2026-06-28,7,25.17,False
1200,270,4,2026-06-28,7,25.17,False
1201,270,5,2026-06-28,7,25.17,False
1202,271,1,2026-06-29,4,62.67,False
1203,271,2,2026-06-29,4,62.67,True
1204,271,3,2026-06-29,4,62.67,False
1205,271,4,2026-06-29,4,62.67,False
1206,271,5,2026-06-29,4,62.67,False
1207,272,1,2026-06-29,5,30.52,False
1208,272,2,2026-06-29,5,30.50,True
1209,272,3,2026-06-29,5,30.50,False
1210,272,4,2026-06-29,5,30.50,False
1211,272,5,2026-06-29,5,30.50,False
1212,273,1,2026-06-30,4,147.49,False
1213,273,2,2026-06-30,4,147.47,False
1214,273,3,2026-06-30,4,147.47,False
1215,273,4,2026-06-30,4,147.47,False
1216,273,5,2026-06-30,4,147.47,True
1217,274,1,2026-07-01,1,1680.00,False
1218,274,2,2026-07-01,1,1680.00,True
1219,274,3,2026-07-01,1,1680.00,False
1220,274,4,2026-07-01,1,1680.00,False
1221,274,5,2026-07-01,1,1680.00,False
1222,275,1,2026-07-01,2,135.34,False
1223,275,2,2026-07-01,2,135.36,True
1224,275,3,2026-07-01,2,135.36,False
1225,275,4,2026-07-01,2,135.36,False
1226,275,5,2026-07-01,2,135.36,False
1227,276,1,2026-07-01,3,59.92,True
1228,276,2,2026-07-01,3,59.92,False
1229,276,3,2026-07-01,3,59.92,False
1230,276,4,2026-07-01,3,59.92,False
1231,276,5,2026-07-01,3,59.92,False
1232,277,1,2026-07-01,5,58.96,False
1233,277,2,2026-07-01,5,58.94,True
1234,277,3,2026-07-01,5,58.94,False
1235,277,4,2026-07-01,5,58.94,False
1236,277,5,2026-07-01,5,58.94,False
1237,278,1,2026-07-03,4,88.76,False
1238,278,2,2026-07-03,4,88.75,False
1239,278,3,2026-07-03,4,88.75,True
1240,278,4,2026-07-03,4,88.75,False
1241,278,5,2026-07-03,4,88.75,False
1242,279,3,2026-07-03,6,108.45,False
1243,279,5,2026-07-03,6,108.45,False
1244,280,1,2026-07-04,4,109.38,False
1245,280,2,2026-07-04,4,109.39,True
1246,280,3,2026-07-04,4,109.39,False
1247,280,4,2026-07-04,4,109.39,False
1248,280,5,2026-07-04,4,109.39,False
1249,281,1,2026-07-04,5,61.49,False
1250,281,2,2026-07-04,5,61.50,True
1251,281,3,2026-07-04,5,61.50,False
1252,281,4,2026-07-04,5,61.50,False
1253,281,5,2026-07-04,5,61.50,False
1254,282,1,2026-07-05,4,33.15,False
1255,282,2,2026-07-05,4,33.16,False
1256,282,3,2026-07-05,4,33.16,False
1257,282,4,2026-07-05,4,33.16,False
1258,282,5,2026-07-05,4,33.16,True
1259,283,1,2026-07-05,7,26.33,False
1260,283,2,2026-07-05,7,26.34,False
1261,283,3,2026-07-05,7,26.34,True
1262,283,4,2026-07-05,7,26.34,False
1263,283,5,2026-07-05,7,26.34,False
1264,284,1,2026-07-06,6,50.41,False
1265,284,2,2026-07-06,6,50.40,False
1266,284,3,2026-07-06,6,50.40,False
1267,284,4,2026-07-06,6,50.40,True
1268,284,5,2026-07-06,6,50.40,False
1269,285,1,2026-07-07,7,48.34,False
1270,285,2,2026-07-07,7,48.34,False
1271,285,4,2026-07-07,7,48.34,True
1272,286,1,2026-07-08,4,130.29,False
1273,286,2,2026-07-08,4,130.27,False
1274,286,3,2026-07-08,4,130.27,True
1275,286,4,2026-07-08,4,130.27,False
1276,286,5,2026-07-08,4,130.27,False
1277,287,1,2026-07-09,4,51.18,False
1278,287,2,2026-07-09,4,51.19,False
1279,287,3,2026-07-09,4,51.19,False
1280,287,4,2026-07-09,4,51.19,False
1281,287,5,2026-07-09,4,51.19,True
1282,288,1,2026-07-09,6,66.62,False
1283,288,2,2026-07-09,6,66.64,False
1284,288,3,2026-07-09,6,66.64,True
1285,288,4,2026-07-09,6,66.64,False
1286,288,5,2026-07-09,6,66.64,False
1287,289,1,2026-07-09,7,75.02,True
1288,289,2,2026-07-09,7,75.03,False
1289,289,3,2026-07-09,7,75.03,False
1290,289,4,2026-07-09,7,75.03,False
1291,289,5,2026-07-09,7,75.03,False
1292,290,1,2026-07-10,4,132.60,False
1293,290,2,2026-07-10,4,132.62,False
1294,290,3,2026-07-10,4,132.62,False
1295,290,4,2026-07-10,4,132.62,False
1296,290,5,2026-07-10,4,132.62,True
1297,291,1,2026-07-12,4,82.21,False
1298,291,2,2026-07-12,4,82.21,False
1299,291,3,2026-07-12,4,82.21,False
1300,291,4,2026-07-12,4,82.21,True
1301,291,5,2026-07-12,4,82.21,False
1302,292,1,2026-07-12,6,135.89,False
1303,292,2,2026-07-12,6,135.91,False
1304,292,5,2026-07-12,6,135.91,True
1305,292,3,2026-07-12,6,135.91,False
1306,292,4,2026-07-12,6,135.91,False
1307,293,1,2026-07-13,4,83.27,False
1308,293,2,2026-07-13,4,83.27,False
1309,293,3,2026-07-13,4,83.27,False
1310,293,4,2026-07-13,4,83.27,False
